"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007292","female gamete generation","69/4940","176/18860",0.392045454545455,1.49675653294074,3.94428401016912,0.000102555293064037,0.00282805369436126,0.00233641437588379,"TOP2A/ASPM/PLK1/SKA3/CCNB1/CCNB2/TTK/NDC80/NCAPH/MDK/HROB/SKA1/AURKA/YBX2/ADAMTS1/TRIP13/DCAF13/TDRKH/HSF2BP/BCL2L10/FUT6/PABPC1L/HORMAD1/MMP19/EDN1/TDRD5/SOHLH2/MCM8/ZP3/MEIOC/PGR/NANOS1/TUBB8/PTX3/MCMDC2/BRME1/BRCA2/AFP/SPIRE2/MEIOB/PAQR5/DMRT1/SYCP2/TDRD1/C14orf39/MAJIN/FOXL2/RXFP2/SOHLH1/EREG/STRA8/SPDYA/CGB7/REC114/AMH/BMP15/RBM46/ZAR1L/MEIOSIN/PRDM9/INHBB/DAZL/NPPC/FSHR/IHH/CGB3/PIWIL2/LEP/MEI4",69
"GO:0031128","developmental induction","20/4940","35/18860",0.571428571428571,2.18160786581839,4.16814760606863,0.000102838316158591,0.00282805369436126,0.00233641437588379,"WNT3/HOXC11/MESP1/SALL1/SIX1/FGF10/FGF2/BMP2/GDNF/HOXA11/WNT2B/GATA5/ROBO2/DKK1/SOX9/WNT2/POU5F1/WNT1/SIX3/FGF8",20
"GO:0009953","dorsal/ventral pattern formation","41/4940","92/18860",0.445652173913043,1.70141700404858,4.01757870477449,0.000103951058888264,0.00284617091366557,0.00235138203074763,"ACVRL1/GREM1/SMAD6/WNT3A/WNT3/ARL13B/SP8/PAX7/TLL2/LHX2/EDN1/SOSTDC1/LHX1/HHIP/TLL1/ASCL1/FOXA1/HOXA11/MDFI/WNT7A/VAX2/GSC/HOXB2/CHRD/HOXD11/LMX1B/FOXG1/NOTO/WNT8B/DMRT3/SOX1/PAX6/LHX3/SIX3/EN1/FOXN4/TBX20/FGF8/NKX2-2/GSX2/CER1",41
"GO:0060348","bone development","83/4940","220/18860",0.377272727272727,1.44035701140964,3.91378071640407,0.000105610803174923,0.00287904233002942,0.00237853895846131,"GREM1/PITX2/MMP13/TFAP2A/KAT2A/BMPR2/TGFBR2/TNFSF11/COL1A1/MYOC/CCN4/COL3A1/SULF1/EPYC/ACP5/POC1A/SRD5A1/RUNX2/RFLNB/SHOX2/PTGER4/GHR/FBLN5/COMP/TRIM45/ADAMTS12/SERPINH1/TSKU/PHOSPHO1/LEPR/RFLNA/HSD17B1/LIPA/FGFR2/TWIST1/RANBP3L/TYROBP/CLDN18/INSIG1/PRKG1/CCDC154/BMP2/SP5/DLX5/ATG9B/CDX1/AKAP13/ZBTB16/SCX/MMP14/COL13A1/HOXA11/OGN/COL2A1/DDR2/DCHS1/PHEX/ECM1/GJA1/IFITM5/P2RX5/BGLAP/MSX2/OSR2/CYP26B1/SOX9/MMP16/CBS/SFRP4/ALPL/CHAD/NPPC/LTF/OSTN/WNT1/IHH/FGF8/OPTC/ACTN3/LEP/RIPPLY2/PTH/CER1",83
"GO:0042330","taxis","161/4940","476/18860",0.338235294117647,1.2913193617528,3.83491734183856,0.000111607198725815,0.00302933825112926,0.00250270688051827,"S1PR1/SEMA3G/EDNRB/GREM1/ECSCR/NOVA2/AGER/MDK/SLIT2/ANOS1/HBEGF/CMTM2/COLEC10/PPM1F/SEMA6A/BMPR2/SPN/PLXNB3/WNT3A/ARHGEF16/CMTM5/HOXB9/TNFSF11/WNT3/SEMA5A/C5AR1/TPBG/CXCR2/ENG/STK39/VEGFD/ADAM8/FPR2/SLIT3/CXCL14/RAC3/DAPK2/ANGPT1/DOCK4/GAS6/TUBB2B/CALCA/ALOX5/CD300H/GAB1/CCL23/CXCR1/PLAU/IL6/JAML/CXCL2/PDGFB/EDN1/ACKR4/SEMA4B/ARTN/IL23A/FPR1/FGF10/SPI1/FGF2/PREX1/CCRL2/CCN1/PRKCQ/CDH13/NEDD9/CCL24/CXCL13/SEMA6D/CXCL16/EGR3/NTRK3/CMTM1/FLRT3/NCKAP1L/DUSP1/ENPP2/PTPRO/EFNA5/CCL2/CCL25/CCR8/NRG3/GDNF/SCRIB/FCER1G/PLXNA3/NR4A1/F7/DPEP1/LBP/CXCL3/JAM3/SFTPD/BST1/CXCL12/PROK2/TRPM2/ITGA2/NRG1/S100A7/CCL14/CX3CR1/AGTR1/TNFRSF11A/F2RL1/SEMA3A/CTSG/SEMA3B/PGF/IL34/S100A12/SAA1/ATOH7/HRG/PF4/PLA2G1B/ROBO2/CCL7/EDN2/EPHB1/EDN3/CCR3/PPBP/THBS4/CKLF/CYP19A1/DPP4/DEFA4/MET/SEMA3D/CCL16/P2RY12/TGFB2/S100A4/CSF3R/CXCL9/CX3CL1/CCL18/TBR1/SCG2/ACKR2/ITGB3/CCL1/CCL26/CCL20/CCL19/PIK3C2G/MMP28/CASR/CXCL6/L1CAM/S100A9/DEFB1/OPN4/EPHA7/FGF8/CHGA/DEFB4A/FEZF2",161
"GO:0150063","visual system development","149/4940","436/18860",0.341743119266055,1.30471158489024,3.83480632756835,0.000114307412892267,0.0030892563742867,0.00255220861543941,"ACVRL1/PITX2/ARHGEF15/TFAP2A/GRHL3/RHOJ/STRA6/GPM6A/MYO7A/BMPR2/SOX4/TGFBR2/SLC25A25/AGTPBP1/UNC45B/SPRED3/GNGT1/TBX2/KDM5B/KLF4/CNGA3/COL5A2/RS1/CLCN2/EPHB2/MYH10/HPCA/FZD4/SLC1A1/SOX11/LHX2/CRYGN/CRYAB/COL5A1/SMOC1/FGF10/PLAAT1/VSX1/ZEB1/FGF2/ANGPTL7/TMOD1/PTPRM/LAMB2/ARL6/SOX12/NHS/NR2E1/LIM2/NES/EFEMP1/TSKU/NECTIN1/CLDN3/PRICKLE1/HSF4/CHRDL1/TSPAN12/RPGR/SLC6A3/LAMC3/LHX1/C1QA/ACHE/VIM/TWIST1/ZEB2/MITF/NTRK3/SLC39A5/LCTL/MFSD2A/USH1C/CACNA1S/MYOM2/FOS/CRYBA2/MFAP2/VSTM4/JUN/WNT9A/MEIS1/BFSP2/THY1/WNT2B/RD3/NDP/CALB1/FAT1/SLC38A8/FOXF2/CDKN1C/CPAMD8/RBP4/FOXE3/FOXL2/DLX1/RDH10/NKD1/WNT6/ATOH7/WNT7A/VAX2/THRB/FAT3/EPHB1/ADAMTS18/TULP1/NTRK2/AQP1/OSR2/WNT16/NEUROD1/TMEM215/VAX1/DLX2/FSCN2/SOX9/WNT2/RAX/TH/SDK1/LENEP/PRSS56/P2RY12/TGFB2/SOX2/HCN1/RP1/FBN2/CYP1A1/AQP5/SOX1/PROM1/KRT12/PAX6/FBN3/SIX3/FOXN4/IHH/SIX6/OPN4/BARHL2/VSX2/RPE65/LAMA1/DCX/SAMD7/GNAT1",149
"GO:0003009","skeletal muscle contraction","28/4940","56/18860",0.5,1.90890688259109,4.05780778865448,0.000115947311512257,0.00310679334693098,0.00256669689586962,"TNNC1/SYNM/MB/JSRP1/REM1/TNNT1/STAC/ATP2A1/CAV3/CA3/SCN4A/STAC3/CHRNB1/TNNC2/TNNI3/SLC8A3/TNNI2/MYH7/ADGRD1/KBTBD13/CHRND/TNNT3/CHRNG/CCDC78/PVALEF/MYH8/ACTN3/STAC2",28
"GO:0035036","sperm-egg recognition","28/4940","56/18860",0.5,1.90890688259109,4.05780778865448,0.000115947311512257,0.00310679334693098,0.00256669689586962,"PAEP/CCT3/DCST1/DCST2/CCT5/ZP3/FOLR3/LY6K/OVGP1/ADAM32/ALDOA/ACR/FETUB/ADAM2/SPACA4/ATP8B3/CLGN/TEX101/ZPBP2/ZAN/ZP1/IZUMO1/ADAM18/SPACA3/LYPD4/PRSS55/ZPBP/PRSS37",28
"GO:0097154","GABAergic neuron differentiation","14/4940","21/18860",0.666666666666667,2.54520917678812,4.22057080130715,0.000117047636041906,0.00312293054460746,0.00258002874339181,"GATA2/RAC3/SHANK3/LHX6/ASCL1/PRDM13/DLX1/HELT/DLX2/CNTN2/ARX/TLX3/GSX2/FEZF2",14
"GO:0006941","striated muscle contraction","79/4940","208/18860",0.379807692307692,1.45003503581439,3.8879303541338,0.000118453922954455,0.00314593682265605,0.00259903552493754,"CAV1/TNNC1/JPH4/SCN4B/SYNM/SCN8A/MB/JSRP1/NUP155/SMAD7/KCNA5/CASQ2/GJA5/REM1/DSP/SCN7A/LMOD3/ADRA1A/RNF207/ATP1A2/TNNT1/DSG2/STAC/ATP2A1/CAV3/CA3/MYBPH/SCN4A/STAC3/CACNA1S/MYL3/KCNE4/CHRNB1/SCN2B/JPH3/KCNJ5/TNNC2/JPH2/KLHL41/MYH6/ATP1B1/ALDOA/TNNI3/UCN/SMPX/KCNE1/SLC8A3/GJA1/KCNJ8/SCN1A/ASPH/TNNI2/MYH7/C10orf71/ADGRD1/ARG2/KBTBD13/CHRND/SCN5A/TNNT3/PKP2/KCNH2/SCN3B/ADCY10/CHRNG/NKX2-5/CACNA1G/TNNT2/NOS1/SCN3A/CCDC78/ADORA1/PVALEF/GATA4/MYH8/ACTN3/CHGA/STAC2/MYL2",79
"GO:0021879","forebrain neuron differentiation","37/4940","81/18860",0.45679012345679,1.7439396211326,3.99711970623474,0.00011891340143054,0.00314593682265605,0.00259903552493754,"SLIT2/GATA2/RAC3/SHANK3/SALL1/FGF2/NR2E1/ID4/LHX5/FGFR2/LHX6/HPRT1/BMP2/ASCL1/DLX5/PLXNA3/NDNF/TFAP2C/EMX1/ELAVL4/DLX1/LHX8/ROBO2/ERBB4/GBX2/DLX2/FOXG1/CNTN2/TBR1/ARX/SOX1/PAX6/LHX3/FGF8/OTP/GSX2/FEZF2",37
"GO:0032963","collagen metabolic process","49/4940","116/18860",0.422413793103448,1.61269719391316,3.94318302188504,0.000122173462806133,0.00321860341090105,0.00265906948460406,"RGCC/MMP11/MMP13/MMP1/ADAMTS14/VSIR/P3H4/MMP12/COL1A1/MFAP4/CBX8/FAP/PRSS2/MMP17/TNXB/MMP3/MMP19/KLK6/IL6/TNS2/COL5A1/CYGB/SERPINH1/MMP10/F2/RCN3/VIM/MMP9/CYP7A1/P3H2/COL1A2/SCX/MMP14/ITGA2/UCN/TMPRSS6/DDR2/MMP7/RETREG1/P3H3/KLF15/MMP16/MMP8/SERPINB7/MMP20/NPPC/MMP28/IHH/AMELX",49
"GO:0003206","cardiac chamber morphogenesis","55/4940","134/18860",0.41044776119403,1.56701311257478,3.92397452405526,0.000123129711114422,0.00323022296521936,0.00266866905260546,"TEK/COL11A1/PITX2/FOXF1/SMAD6/TNNC1/HEG1/SLIT2/BMPR2/SOX4/TGFBR3/TGFBR2/ADAMTS1/TBX3/FHL2/TBX2/ENG/SLIT3/MESP1/SMAD7/GJA5/POU4F1/SOX11/SHOX2/DSP/TBX5/CCN1/CAV3/GATA6/FGFR2/APLNR/FOXH1/BMP2/MYL3/HEYL/ISL1/MYH6/NRG1/TNNI3/HEY2/RBP4/ADPRHL1/ROBO2/MSX2/MYH7/WNT2/PKP2/SFRP2/TGFB2/NKX2-5/TNNT2/GATA4/TBX20/FGF8/MYL2",55
"GO:0042063","gliogenesis","125/4940","357/18860",0.350140056022409,1.33676952562401,3.82691667175818,0.000124498122015555,0.00325251343765638,0.00268708446683573,"PRX/TAL1/EZH2/AGER/MDK/PTPRB/PLPP3/TNFRSF21/LDLR/CDK1/SOX4/HMGA2/SLC7A5/QKI/MYOC/C5AR1/COL3A1/FPR2/LGI4/CHRM1/POU3F2/P2RY1/PRKCH/SRGAP2C/EPM2A/GPM6B/CLCN2/WASF3/IL6/EGR2/FA2H/SOX11/ROR1/DAB2IP/FGF10/TLR4/RRAS/FGF2/GFAP/LAMB2/TENM4/IL33/NR2E1/ID4/DLG5/MYCN/F2/CDK5R1/LEPR/ADGRG1/IDH2/LAMC3/C1QA/E2F1/ETV5/VIM/ATP1B2/ZEB2/VCAN/NTRK3/BNIP3/BMP2/GCM1/KCNJ10/GPR17/ASCL1/CCL2/TTBK1/CDK5R2/SCRIB/TPPP/ITGB4/NEGR1/LRP8/FGF5/NRROS/MMP14/TUBA1A/NDP/CX3CR1/EMX1/GAP43/SLC8A3/IL34/LIN28A/DLX1/TRPC4/ERBB2/MYRF/CDH2/SERPINE2/KLF15/NKX6-1/MAG/NTRK2/PTPRZ1/MAL/MIR221/VAX1/ZNF365/DLX2/SOX9/PHOX2B/FOXG1/CNTN2/GPR37L1/ASCL2/S100B/P2RY12/TGFB2/SOX2/CX3CL1/IFNG/SOX1/MIR222/ATOH1/PAX6/ZNF488/S100A9/OLIG2/NKX2-2/VTN/DNER/GSX2/MIR125B1",125
"GO:0006935","chemotaxis","160/4940","474/18860",0.337552742616034,1.28871350723449,3.79241479786787,0.000130889986759286,0.00340531210365445,0.00281332004735727,"S1PR1/SEMA3G/EDNRB/GREM1/ECSCR/NOVA2/AGER/MDK/SLIT2/ANOS1/HBEGF/CMTM2/COLEC10/PPM1F/SEMA6A/BMPR2/SPN/PLXNB3/WNT3A/ARHGEF16/CMTM5/HOXB9/TNFSF11/WNT3/SEMA5A/C5AR1/TPBG/CXCR2/ENG/STK39/VEGFD/ADAM8/FPR2/SLIT3/CXCL14/RAC3/DAPK2/ANGPT1/DOCK4/GAS6/TUBB2B/CALCA/ALOX5/CD300H/GAB1/CCL23/CXCR1/PLAU/IL6/JAML/CXCL2/PDGFB/EDN1/ACKR4/SEMA4B/ARTN/IL23A/FPR1/FGF10/SPI1/FGF2/PREX1/CCRL2/CCN1/PRKCQ/CDH13/NEDD9/CCL24/CXCL13/SEMA6D/CXCL16/EGR3/NTRK3/CMTM1/FLRT3/NCKAP1L/DUSP1/ENPP2/PTPRO/EFNA5/CCL2/CCL25/CCR8/NRG3/GDNF/SCRIB/FCER1G/PLXNA3/NR4A1/F7/DPEP1/LBP/CXCL3/JAM3/SFTPD/BST1/CXCL12/PROK2/TRPM2/ITGA2/NRG1/S100A7/CCL14/CX3CR1/AGTR1/TNFRSF11A/F2RL1/SEMA3A/CTSG/SEMA3B/PGF/IL34/S100A12/SAA1/ATOH7/HRG/PF4/PLA2G1B/ROBO2/CCL7/EDN2/EPHB1/EDN3/CCR3/PPBP/THBS4/CKLF/CYP19A1/DPP4/DEFA4/MET/SEMA3D/CCL16/P2RY12/TGFB2/S100A4/CSF3R/CXCL9/CX3CL1/CCL18/TBR1/SCG2/ACKR2/ITGB3/CCL1/CCL26/CCL20/CCL19/PIK3C2G/MMP28/CASR/CXCL6/L1CAM/S100A9/DEFB1/EPHA7/FGF8/CHGA/DEFB4A/FEZF2",160
"GO:0061101","neuroendocrine cell differentiation","13/4940","19/18860",0.684210526315789,2.61218836565097,4.18835799606456,0.000139240738181979,0.00360760094380582,0.00298044224703575,"ONECUT1/GATA2/POU3F2/FGF2/BMP2/ASCL1/INSM1/RFX6/NKX6-3/LHX3/FGF8/NKX2-2/OTP",13
"GO:0021545","cranial nerve development","30/4940","62/18860",0.483870967741935,1.84732924121719,3.98102956898464,0.000143858176350234,0.00371189615520973,0.00306660639298029,"TFAP2A/ADARB1/SIX4/EPHB2/EGR2/POU4F1/SALL1/SIX1/CNGB1/SLC24A4/PLXNA3/ISL1/NDP/SLC38A8/HOXA1/SEMA3A/KCNC2/HOXD3/ATOH7/HOXB2/HOXB3/EPHB1/KCNC1/DRGX/PHOX2B/CHRNB2/POU4F3/PHOX2A/HOXB1/NKX2-2",30
"GO:0050767","regulation of neurogenesis","131/4940","378/18860",0.346560846560847,1.32310477047319,3.7802278229002,0.000145446598081067,0.00373026020602904,0.00308177796925525,"SEMA3G/CRABP2/ASPM/XRCC2/EZH2/SPP1/ITPKA/MDK/SLIT2/FEZF1/DLL3/LDLR/BMPR2/PLXNB3/TRPV2/WNT3A/WNT3/HMGA2/TNR/SEMA5A/SLC7A5/QKI/WDR62/PAK1/GATA2/PRKCH/SHANK3/DMRTA2/CLCN2/EPHB2/DCC/HES6/IL6/EGR2/POU4F1/FZD4/SOX11/SHOX2/LHX2/GPER1/FGF2/GFAP/TENM4/TRIM46/MME/NR2E1/ID4/MYCN/F2/SEMA6D/LIMK1/IDH2/E2F1/ETV5/DBN1/ZEB2/NFATC4/NTRK3/BDNF/BMP2/ASCL1/CDKL5/EFNA5/TTBK1/AMIGO1/BTG2/PLXNA3/HEYL/NEGR1/LRP8/FSTL4/MAP6/CXCL12/CAMK2B/THY1/TLX2/CHODL/DPYSL5/CX3CR1/IGDCC4/MCF2/HEY2/IL34/ELL3/LIN28A/DLX1/HELT/MYRF/WNT7A/ROBO2/SERPINE2/NKX6-1/HOXB3/HES7/BHLHE41/MAG/NTRK2/PTPRZ1/MIR221/VAX1/PTPRD/ZNF365/DLX2/NEFL/WNT2/FOXG1/SLITRK1/GPR37L1/ASCL2/ADCY10/CX3CL1/NOS1/OPRM1/HAP1/IFNG/NEURL1/MIR222/ATOH1/PAX6/TRPC5/ZNF488/L1CAM/VSX2/BRINP1/EPHA7/OLIG2/NKX2-2/OTP/GSX2/MIR125B1/FEZF2",131
"GO:0008016","regulation of heart contraction","84/4940","225/18860",0.373333333333333,1.42531713900135,3.82333745548809,0.000145759768816127,0.00373026020602904,0.00308177796925525,"EPAS1/ADM2/EDNRB/CAV1/JPH4/NMU/HBEGF/SCN4B/TBX2/PTPN1/ACE/ADRB1/DES/HCN3/NUP155/SMAD7/KCNA5/CASQ2/GJA5/SLC1A1/SHOX2/FXYD1/DSP/EDN1/KCNIP1/ADRA1A/TBX5/RNF207/ATP1A2/DSG2/ATP2A1/CAV3/KCND2/AGT/ATP1B2/SLC4A3/MYL3/CELF2/KCNE4/SCN2B/HSPB7/CHRM2/JPH3/KCNJ5/JPH2/ISL1/MYH6/APLN/AGTR2/ATP1B1/TNNI3/UCN/KCNE1/TBX18/SLC8A3/HEY2/GJA1/KCNJ8/ASPH/THRB/EDN2/APELA/EDN3/MYH7/OXT/SCN5A/PKP2/ATP1A3/TH/KCNH2/SCN3B/SLC8A2/TGFB2/ADCY10/HCN1/NKX2-5/CACNA1G/TNNT2/NOS1/ADORA1/GATA4/FOXN4/CHGA/MYL2",84
"GO:0061035","regulation of cartilage development","35/4940","76/18860",0.460526315789474,1.75820370764969,3.94549817879542,0.00014715754332488,0.00375072275059755,0.0030986832293613,"ACVRL1/GREM1/MDK/KAT2A/BMPR2/PRKG2/CCN4/RUNX2/SMAD7/RFLNB/SHOX2/SIX2/ADAMTS12/CCN1/CCN2/EFEMP1/NKX3-2/PTHLH/RFLNA/BMP2/LOXL2/SOX5/ZBTB16/WNT9A/SCX/HOXA11/GDF2/NR5A2/SCIN/PKDCC/SOX9/TGFB2/IHH/LEP/PTH",35
"GO:0044786","cell cycle DNA replication","24/4940","46/18860",0.521739130434783,1.9919028340081,4.01245952147091,0.00015119031838234,0.00382243264619867,0.00315792681137307,"E2F8/GINS1/CDC45/MCM4/DNA2/CDT1/TK1/BLM/CDK1/RAD51/DONSON/E2F7/FEN1/MCM6/MCM2/DACH1/ATAD5/DBF4/GMNN/DBF4B/PCNA/CDC7/BRCA2/RTEL1",24
"GO:0048483","autonomic nervous system development","24/4940","46/18860",0.521739130434783,1.9919028340081,4.01245952147091,0.00015119031838234,0.00382243264619867,0.00315792681137307,"EDNRB/SLC6A4/TFAP2A/ADARB1/SOX4/EGR2/SOX11/SIX1/HLX/ASCL1/GDNF/PLXNA3/GFRA3/RET/TLX2/SEMA3A/INSM1/KIF26A/HOXB2/GBX2/PHOX2B/PRLH/PHOX2A/HOXB1",24
"GO:0048565","digestive tract development","57/4940","141/18860",0.404255319148936,1.54337152209493,3.85805393503466,0.000152708811262997,0.00384531825951402,0.00317683390498925,"EDNRB/PITX2/FOXF1/LGR4/CCNB1/SOX17/STRA6/CPS1/SPDEF/TCF21/PDX1/COL3A1/OTC/SOX11/SHOX2/HOXA5/AGR2/SALL1/FGF10/SIX2/FOXE1/NKX3-2/CDX2/GATA6/FGFR2/PTK6/CLDN18/HOXA13/HLX/ASCL1/MIXL1/CDX1/RET/EPHB3/SFRP5/GATA5/DCHS1/HOXD13/FOXF2/MYOCD/COBL/PKDCC/SOX9/DNAAF1/SFRP2/TGFB2/ZIC3/CYP1A1/NKX6-3/GATA4/NKX2-3/PYY/IHH/ALX4/PERCC1/NKX2-2/CCKBR",57
"GO:0097305","response to alcohol","101/4940","280/18860",0.360714285714286,1.37713996529786,3.78758078547497,0.00015459751576417,0.00387548394178135,0.00320175547343339,"PRKCE/CAT/SLIT2/P2RY6/BLM/CDK1/TGFBR3/TGFBR2/RAD51/CPS1/CLDN5/CDO1/GNAQ/CSF3/KLF9/STK39/GRIN1/SLIT3/GRIA1/JUND/FGF19/FOXP3/FBP1/ADCYAP1R1/PTGER4/GHR/FOSB/AKR1C2/SPI1/FGF2/BRCA1/CAD/CLDN3/ABCB1/SLC6A3/LIPA/FGFR2/HCN2/CA3/POLB/CLDN18/NTRK3/CYP7A1/EFNA5/FOS/CDA/SGK1/SLC5A5/BTG2/LRP8/F7/TBXA2R/OPRD1/TNFSF4/SCNN1D/CYBB/TNFRSF11A/ADCY8/RBP4/KCNC2/IL13/CD68/AKR1C3/CD27/TNC/LHX8/CRHBP/IFITM5/CCL7/G6PD/PRKAA2/BGLAP/OXT/NEFL/P2RY4/AANAT/TH/S100B/GRAMD1B/SOX2/ADRA2A/OPRK1/INHBB/OPRM1/CFTR/CHRNB2/PTGFR/CCL19/SCNN1G/GKN2/NPPC/CYP8B1/GRIN2A/UCP1/DYNAP/SLC12A3/UCN3/HCRT/LEP/AVP/PTH",101
"GO:0009988","cell-cell recognition","36/4940","79/18860",0.455696202531646,1.73976323476657,3.92509452559311,0.000155142977573703,0.00387548394178135,0.00320175547343339,"PAEP/CLEC4M/CCT3/DCST1/FUT3/DCST2/CCT5/ZP3/FOLR3/NEDD9/LY6K/OVGP1/ADAM32/ALDOA/DOCK8/ACR/PRF1/FETUB/ADAM2/SPACA4/EPHB1/ATP8B3/CLGN/TEX101/ZPBP2/PCDHA7/ZAN/ZP1/IZUMO1/CCL19/ADAM18/SPACA3/LYPD4/PRSS55/ZPBP/PRSS37",36
"GO:0001654","eye development","147/4940","432/18860",0.340277777777778,1.29911718398561,3.74668621312286,0.000158650874475674,0.0039473848530257,0.00326115686422219,"ACVRL1/PITX2/ARHGEF15/TFAP2A/GRHL3/RHOJ/STRA6/GPM6A/MYO7A/BMPR2/SOX4/TGFBR2/SLC25A25/AGTPBP1/UNC45B/SPRED3/GNGT1/TBX2/KDM5B/KLF4/CNGA3/COL5A2/RS1/CLCN2/EPHB2/MYH10/HPCA/FZD4/SLC1A1/SOX11/LHX2/CRYGN/CRYAB/COL5A1/SMOC1/FGF10/PLAAT1/VSX1/ZEB1/FGF2/ANGPTL7/TMOD1/PTPRM/LAMB2/ARL6/SOX12/NHS/NR2E1/LIM2/NES/EFEMP1/TSKU/NECTIN1/CLDN3/PRICKLE1/HSF4/CHRDL1/TSPAN12/RPGR/SLC6A3/LAMC3/LHX1/ACHE/VIM/TWIST1/ZEB2/MITF/NTRK3/SLC39A5/LCTL/MFSD2A/USH1C/CACNA1S/MYOM2/FOS/CRYBA2/MFAP2/VSTM4/JUN/WNT9A/MEIS1/BFSP2/THY1/WNT2B/RD3/NDP/CALB1/FAT1/SLC38A8/FOXF2/CDKN1C/CPAMD8/RBP4/FOXE3/FOXL2/DLX1/RDH10/NKD1/WNT6/ATOH7/WNT7A/VAX2/THRB/FAT3/EPHB1/ADAMTS18/TULP1/NTRK2/AQP1/OSR2/WNT16/NEUROD1/TMEM215/VAX1/DLX2/FSCN2/SOX9/WNT2/RAX/TH/SDK1/LENEP/PRSS56/TGFB2/SOX2/HCN1/RP1/FBN2/CYP1A1/AQP5/SOX1/PROM1/KRT12/PAX6/FBN3/SIX3/FOXN4/IHH/SIX6/OPN4/BARHL2/VSX2/RPE65/LAMA1/DCX/SAMD7/GNAT1",147
"GO:0043010","camera-type eye development","131/4940","379/18860",0.345646437994723,1.31961372886244,3.74442800321365,0.00016562552069499,0.00407871133460228,0.00336965306431257,"ACVRL1/PITX2/ARHGEF15/TFAP2A/GRHL3/RHOJ/STRA6/GPM6A/BMPR2/SOX4/TGFBR2/SLC25A25/AGTPBP1/UNC45B/SPRED3/TBX2/KDM5B/KLF4/CNGA3/RS1/CLCN2/EPHB2/MYH10/HPCA/FZD4/SLC1A1/SOX11/LHX2/CRYGN/CRYAB/FGF10/PLAAT1/VSX1/ZEB1/FGF2/ANGPTL7/TMOD1/PTPRM/LAMB2/ARL6/SOX12/NHS/NR2E1/LIM2/NES/EFEMP1/TSKU/NECTIN1/CLDN3/PRICKLE1/HSF4/TSPAN12/SLC6A3/LAMC3/LHX1/ACHE/VIM/TWIST1/ZEB2/MITF/NTRK3/LCTL/MFSD2A/USH1C/CACNA1S/MYOM2/FOS/CRYBA2/VSTM4/JUN/WNT9A/MEIS1/BFSP2/THY1/WNT2B/RD3/NDP/CALB1/FAT1/SLC38A8/FOXF2/CDKN1C/RBP4/FOXE3/FOXL2/DLX1/RDH10/WNT6/ATOH7/WNT7A/VAX2/THRB/FAT3/EPHB1/TULP1/NTRK2/AQP1/OSR2/WNT16/NEUROD1/VAX1/DLX2/SOX9/WNT2/RAX/TH/SDK1/LENEP/PRSS56/TGFB2/HCN1/RP1/FBN2/CYP1A1/AQP5/SOX1/PROM1/KRT12/PAX6/FBN3/SIX3/FOXN4/IHH/OPN4/BARHL2/VSX2/RPE65/LAMA1/DCX/SAMD7/GNAT1",131
"GO:0010669","epithelial structure maintenance","22/4940","41/18860",0.536585365853659,2.04858299595142,4.00405150374831,0.000165880604517318,0.00407871133460228,0.00336965306431257,"LDB2/TFF1/INAVA/MUC13/PKP3/TFF2/TLR4/MUC6/LSR/VSIG1/MUC2/MUC4/TFF3/SCRIB/CRACD/RBP4/NR1I2/PBLD/NEUROD1/SOX9/IL17A/HTR4",22
"GO:0033260","nuclear DNA replication","22/4940","41/18860",0.536585365853659,2.04858299595142,4.00405150374831,0.000165880604517318,0.00407871133460228,0.00336965306431257,"GINS1/CDC45/MCM4/DNA2/CDT1/TK1/BLM/CDK1/RAD51/DONSON/FEN1/MCM6/MCM2/DACH1/ATAD5/DBF4/GMNN/DBF4B/PCNA/CDC7/BRCA2/RTEL1",22
"GO:0061458","reproductive system development","114/4940","323/18860",0.352941176470588,1.34746368182901,3.75227051335936,0.000168351968843297,0.00412330798690418,0.00340649686956358,"ASPM/LGR4/BRIP1/STRA6/SLIT2/FANCA/NOTCH4/TCF21/ADAMTS1/INHA/HMGA2/TBX3/SIX4/SULF1/SLIT3/KDM5B/GREB1L/ACE/UMODL1/VGF/TESC/MCIDAS/MMP19/SRD5A1/DHH/HOXA10/HOXB13/FZD4/TEX11/BIK/SALL1/PRDX4/FGF10/SERPINB5/FANCG/ZP3/PTPRN/GATA1/RETN/CGA/ID4/KIF18A/ABCB1/GATA6/ADGRG1/NUP210L/FGFR2/LHX1/CCNO/HOXA13/PGR/TEX19/FKBP4/PTX3/BASP1/DHCR24/FOXA1/NR0B1/LHB/ADAM32/PCYT1B/TFAP2C/SCX/MMP14/HOXA11/WNT2B/BRCA2/AFP/DMRT1/SYCP2/HOXD13/FOXF2/NUPR1/CDKN1C/NR5A2/RBP4/MYOCD/FOXL2/RXFP2/RDH10/ADAM2/AKR1C3/TNC/LHCGR/WNT7A/ROBO2/SERPINE2/EREG/NR5A1/LFNG/SOX15/AMH/GFRA1/CYP19A1/SOX9/ODAD3/PRLR/C18orf63/SFRP2/TGFB2/DNAAF3/INHBB/UTF1/NPPC/ADAM18/FSHR/HOXA9/SIX3/GATA4/SRY/FGF8/ZFP42/LEP/ADAM20",114
